id,許可證字號,動物用藥品名稱,英文名稱,業者名稱,有效期間,官方網址
205013,動物藥入字第05013號,精選馬立克活毒疫苗-A,"MAREK`S DISEASE VACCINE,SEROTYPE 3,LIVE  VIRUS",台灣龍馬躍股份有限公司,至108年12月31日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05013
205014,動物藥入字第05014號,磺三劑,MICROSULPHA,經農企業有限公司,"至94年02月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05014
205015,動物藥入字第05015號,滅可定,MICRODINE,經農企業有限公司,"至94年02月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05015
205016,動物藥入字第05016號,"好喜靈 LA 二０%","OXYCILLIN LA 20%",康力企業有限公司,"至90年03月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05016
205017,動物藥入字第05017號,速倍肥強力粉劑,SUPALVIT-FORTE,康強貿易有限公司,"至80年03月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05017
205018,動物藥入字第05018號,速球清,COCCIDIOSOL,台灣拜耳股份有限公司,"至102年03月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05018
205019,動物藥入字第05019號,速倍肥,SUPALVIT-SINE,康強貿易有限公司,"至80年03月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05019
205020,動物藥入字第05020號,沙氏雞馬立克活毒疫苗,"SB-VAC MAREK`S DISEASE LIVE CHICKEN HERPESVIRUS CELL-ASSOCIA",東盈實業股份有限公司,"至94年03月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05020
205021,動物藥入字第05021號,禽必威雞傳染性華氏囊病活毒疫苗D78,"NOBILIS GUMBORO D78",台灣英特威動物藥品股份有限公司,至109年03月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05021
205022,動物藥入字第05022號,鴿眼精,"COLOMBINE EYEWATER",品皇貿易股份有限公司,"至98年04月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05022
205023,動物藥入字第05023號,鼻油精,"COLOMBINE NOSTRIL OIL",品皇貿易股份有限公司,"至98年04月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05023
205024,動物藥入字第05024號,豬嗜血桿菌不活化菌苗,"HAEMOPHILUS ADSORBAT",有泉行有限公司,"至86年04月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05024
205025,動物藥入字第05025號,〞日生研〞豬放線桿胸膜肺炎不活化菌苗,"NISSEIKEN HAEMOPHILUS INFECTION VACCINE(INACTIVATED)",信超實業股份有限公司,"至94年05月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05025
205026,動物藥入字第05026號,注射級觀黴素硫酸四水化合物,"SPECTINOMYCIN SULFATE TETRAHYDRATE (INJECTABLE GRADE)",臺灣碩騰股份有限公司,至107年03月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05026
205027,動物藥入字第05027號,鹽酸樂美素98%,"LEVAMISOLE HCL 98%",台灣惠氏股份有限公司,"至90年05月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05027
205028,動物藥入字第05028號,乾燥新城雞瘟活毒疫苗（注射用）,"NEWCASTLE DISEASE VACCINE B1 TYPE, B1 STRAIN.",源基有限公司,"至84年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05028
205029,動物藥入字第05029號,乾燥新城雞瘟活毒疫苗,"NEWCASTLE DISEASE VACCINE B1 TYPE, LASOTA STRAIN.",源基有限公司,"至84年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05029
205030,動物藥入字第05030號,普威豬萎縮性鼻炎不活化菌苗,"NOBI-VAC AR",新加坡商英特威藥品股份有限公司台灣分公司,"至94年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05030
205031,動物藥入字第05031號,水產用歐立克酸〞三共〞,"OXOLINIC ACID SANKYO FOR FISH.",永興昌有限公司,"至80年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05031
205032,動物藥入字第05032號,杕達-季美磺胺,TRIMEVET,杕達有限公司,"至80年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05032
205033,動物藥入字第05033號,〞羅氏〞磺胺二甲氧嘧啶,SULFADIMETHOXINE,祥圃實業股份有限公司,"至90年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05033
205034,動物藥入字第05034號,泰牧順,TRIMOXAL,卜蜂(台灣)股份有限公司,"至96年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05034
205035,動物藥入字第05035號,〞羅氏〞歐美德普,ORMETOPRIM,祥圃實業股份有限公司,"至90年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05035
205036,動物藥入字第05036號,台德豬萎縮性鼻炎不活化疫苗,"TAD RHINITIS VAC FORTE",台灣羅曼動保股份有限公司,"至94年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05036
205037,動物藥入字第05037號,沙氏豬萎縮性鼻炎巴斯德桿菌混合不活化菌苗,"RHINITIS BAC-PLUS",東盈實業股份有限公司,"至80年07月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05037
205038,動物藥入字第05038號,愛維爾液劑,"AVIOL SOLUTION",達星貿易股份有限公司,"至84年08月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05038
205039,動物藥入字第05039號,萬靈露,"COLOMBINE SUPRA ELIXIR",品皇貿易股份有限公司,"至98年08月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05039
205040,動物藥入字第05040號,維牠強AD3E,"VITAMIN AD3E FORTE",佳力德實業有限公司,至107年08月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05040
205041,動物藥入字第05041號,龍馬躍豬傳染性胃腸炎活毒疫苗,GASTERIFFA,台灣龍馬躍股份有限公司,"至86年09月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05041
205042,動物藥入字第05042號,安利健,OXYFUR,旭格有限公司,"至92年09月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05042
205043,動物藥入字第05043號,農協蹄病軟膏,"TEIBYO OINTMENT",福壽貿易股份有限公司,"至80年09月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05043
205044,動物藥入字第05044號,威克球,AVICOC,富邇康貿易有限公司,"至84年09月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05044
205045,動物藥入字第05045號,賜肺康可溶散,"THIAMPHENICOL SOLUBLE POWDER ASAHI KASEI",裕元興業股份有限公司,"至86年09月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05045
205046,動物藥入字第05046號,"""水產用""魚利靈一０%顆粒","ELBARJU 10% GRANULE",正豐貿易股份有限公司,"至92年09月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05046
205047,動物藥入字第05047號,賜肺康,"THIAMPHENICOL ASAHI KASEI 2%",裕元興業股份有限公司,"至86年09月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05047
205048,動物藥入字第05048號,特安可,TYLOCOL,旭格有限公司,"至92年09月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05048
205049,動物藥入字第05049號,精選雞痘活毒疫苗,"FOWL POX VACCINE LIVE VIRUS",台灣龍馬躍股份有限公司,至107年09月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05049
205050,動物藥入字第05050號,泰健,THIOVITEC,富邇康貿易有限公司,"至84年09月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05050
205051,動物藥入字第05051號,美商〞亞培〞硫氰酸紅黴素,"ABBOTT ERYTHROMYCIN THIOCYANATE",美商亞培股份有限公司台灣分公司,"至88年10月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05051
205052,動物藥入字第05052號,泰洛補定,THYROPROTEIN,大東亞貿易有限公司,"至80年11月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05052
205053,動物藥入字第05053號,克球蟲C,COCCIMED,佳力德實業有限公司,至107年11月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05053
205054,動物藥入字第05054號,富樂血B12,"FERROFAX 10 PLUS",信毅貿易有限公司,"至90年11月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05054
205055,動物藥入字第05055號,疥剋妥,PORECT,台灣世康美強股份有限公司,"至86年11月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05055
205056,動物藥入字第05056號,雞源馬立克ＳＢ１疫苗,DEKALB-SB1,卜蜂台灣股份有限公司,"至84年11月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05056
205057,動物藥入字第05057號,雞傳染性滑氏囊炎不活化疫苗,MATERNALIN,佑生開發股份有限公司,"至80年12月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05057
205058,動物藥入字第05058號,雞傳染性滑氏囊炎及支氣管炎不活化混合油質疫苗,"MATERNALINE PLUS",佑生開發股份有限公司,"至80年12月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05058
205059,動物藥入字第05059號,意華雞傳染性支氣管炎不活化油質疫苗,"IBVAX INJECTABLE",永照股份有限公司,"至88年12月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05059
205060,動物藥入字第05060號,禽必威雞馬立克病活毒疫苗（SB1株）,"NOBILIS MAREXINE SB1",先靈葆雅動物藥品股份有限公司,"至98年12月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05060
205061,動物藥入字第05061號,可痢好,"CO-TRIMOXAZOL 24%",季達藥品有限公司,"至90年12月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05061
205062,動物藥入字第05062號,"""日生研""雞傳染性滑氏囊炎不活化疫苗","NISSEIKEN GUMBORO DISEASE VACCINE (INACTIVATED)",信超實業股份有限公司,"至88年12月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05062
205063,動物藥入字第05063號,全效靈四０％粉劑,"TRIBRISSEN 40% POWDER",台灣愛適股份有限公司,"至84年12月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05063
205064,動物藥入字第05064號,雞傳染性鼻炎不活化菌苗（Ａ＋Ｃ）型,"INFECTIOUS CORYZA VACCINE INACTIVATED (TYPE A AND C)",伸豐貿易股份有限公司,"至82年12月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05064
205065,動物藥入字第05065號,雞傳染性鼻炎不活化菌苗（Ａ型）,"INFECTIOUS CORYZA VACCINE INACTIVATED (TYPE A)",伸豐貿易股份有限公司,"至82年12月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05065
205066,動物藥入字第05066號,佑乳潔,COXALIN-FORTE,旭格有限公司,"至92年12月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05066
205067,動物藥入字第05067號,穿剌用液態雞痘活毒疫苗,"FOWL POX LIVE VACCINE",伸豐貿易股份有限公司,"至82年12月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05067
205068,動物藥入字第05068號,豬萎縮性鼻炎、巴斯德桿菌不活化混合菌苗,ATRINORD,施懷哲股份有限公司,"至88年12月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05068
205069,動物藥入字第05069號,西華雞新城病、傳染性支氣管炎活毒混合疫苗,SPRAY-BLEN-MC,台灣龍馬躍股份有限公司,"至102年12月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05069
205070,動物藥入字第05070號,"維克可維健雞產卵下降症及傳染性華氏囊病不活化混合疫苗(ADENOVIRUS 127株及GUMBORO株)","AVIGEN EDS+G",臺灣維克法蘭斯股份有限公司,"至97年01月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05070
205071,動物藥入字第05071號,"安比西林二０%""爾華聖""","AMPICILLIN 20% INJECTABLE SUSPENSION",施懷哲股份有限公司,"至89年01月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05071
205072,動物藥入字第05072號,禽必威傳染性華氏囊病，傳染性支氣管炎不活化混合疫苗,"NOBI-VAC IB+G",新加坡商英特威藥品股份有限公司台灣分公司,"至95年01月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05072
205073,動物藥入字第05073號,豬萎縮性鼻炎不活化菌苗,"BORDETELLA BRONCHISEPTICA PASTEURELLA MULTOCIDA BACTERIN",新加坡商英特威藥品股份有限公司台灣分公司,"至93年01月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05073
205074,動物藥入字第05074號,鱈魚肝油精丸,"COLOMBINE COD LIVER OIL CAPSULES",品皇貿易股份有限公司,"至81年01月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05074
205075,動物藥入字第05075號,卜安得注射液,"ESTRUMATE SCHWEIN",台灣英特威動物藥品股份有限公司,至108年01月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05075
205076,動物藥入字第05076號,日生研雞傳染性鼻炎A，C型二價不活化菌苗,"CORYZA BIVALENT VACCINE (INACTIVATED)",信超實業股份有限公司,"至89年01月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05076
205077,動物藥入字第05077號,紅黴素200液,"POULTRYMICINA 200 L",佳力德實業有限公司,"至103年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05077
205078,動物藥入字第05078號,意華雞傳染性鼻炎不活化菌苗,HGVAX,永照股份有限公司,"至89年02月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05078
205079,動物藥入字第05079號,保畜靈H注,HEFROTRIM,佳力德實業有限公司,至108年02月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05079
205080,動物藥入字第05080號,泰黴素酒石酸鹽FSD,"TYLOSIN TARTRATE F.S.D.",台灣禮來股份有限公司,"至99年03月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05080
205081,動物藥入字第05081號,動物用安比西林散「三共」,"VETERINARY AMPICILLIN POWDER SANKYO",永興昌有限公司,"至85年03月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05081
205082,動物藥入字第05082號,〞吉諾〞速益靈,"OXOLINIC ACID CHINOIN",裕元興業股份有限公司,"至85年03月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05082
205083,動物藥入字第05083號,鴿痘精,"COLOMBINE POCK LIQUID",品皇貿易股份有限公司,"至97年03月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05083
205084,動物藥入字第05084號,旺血補,ANAEMEX,寶錕貿易股份有限公司,"至89年03月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05084
205085,動物藥入字第05085號,卡巴得濕水性原料,"CARBADOX WATER WET",益瑞國際有限公司,"至95年03月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05085
205086,動物藥入字第05086號,羅利達素,RONIDAZOLE,台灣興美股份有限公司,"至87年04月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05086
205087,動物藥入字第05087號,禽必威雞傳染性華氏囊病、產蛋下降症不活化混合疫苗,"NOBI-VAC GUMBORO + EDS`76",新加坡商英特威藥品股份有限公司台灣分公司,"至95年03月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05087
205088,動物藥入字第05088號,普豬威豬大腸桿菌不活化菌苗DF,"PORCILIS PORCOLI DF",台灣英特威動物藥品股份有限公司,至108年03月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05088
205089,動物藥入字第05089號,多克七五,"DUMOCOL 75",有泉行有限公司,"至83年04月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05089
205090,動物藥入字第05090號,動物用安比西林注〞三共〞,"VETERINARY AMPICILLIN FOR INJECTION SANKYO",永興昌有限公司,"至81年04月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05090
205091,動物藥入字第05091號,碩騰犬瘟熱、腺病毒第二型、麻疹、副流行性感冒活毒混合疫苗,"VANGUARD DAMP",臺灣碩騰股份有限公司,至107年03月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05091
205092,動物藥入字第05092號,紅黴素200,"ERYTHROMICINA 200",佳力德實業有限公司,至108年05月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05092
205093,動物藥入字第05093號,法德雞傳染性支氣管炎活毒疫苗(MASSACHUSETTS株),"BI-VAC II",寰海企業股份有限公司,至108年05月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05093
205094,動物藥入字第05094號,普豬威豬萎縮性鼻炎不活化菌苗,"PORCILIS AR-T",台灣英特威動物藥品股份有限公司,至108年05月01日止,http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05094
205095,動物藥入字第05095號,〞普利華〞羥四環素三０％,"OXYTETRACYCLINE FEED GRADE 30%",裕元興業股份有限公司,"至83年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05095
205096,動物藥入字第05096號,福德士豬傳染性胃腸炎疫苗,"PORSIVAC T.G.E.",盛盈企業股份有限公司,"至83年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05096
205097,動物藥入字第05097號,美達速口服液劑,"METHASUL SUSPENSION",瑞士商吉時洋行股份有限公司台北分公司,"至81年06月01日止
                    (已失效)",http://amdrug.baphiq.gov.tw/Animal/MedLicContent.aspx?k1=2&k2=05097
