藥品分類分組名稱,醫令申報數量
"ALUMINUM HYDROXIDE 400MG + ALUMINUM SILICATE 100MG + MAGNESIUM OXIDE 140MG+ HISTIDINE 20MG, 一般錠劑膠囊劑,",63338
"PHENOBARBITAL 8.1MG + HOMATROPINE METHYLBROMIDE 1.8mg + ALUMINUMHYDROXIDE DRIED GEL 243MG + MAGNESIUM TRISILICATE&nbsp;81MG, 一般錠劑膠囊劑",39185
"ALUMINUM HYDROXIDE 200MG + ALUMINUM SILICATE 50MG + MAGNESIUM OXIDE 60MG +HISTIDINE 10MG+ ETHYL AMINOBENZOATE 5MG, 一般錠劑膠囊劑,",741039
"ALUMINUM HYDROXIDE DRIED GEL 150MG+ALUMINUM SILICATE 225MG + SCOPOLIAEXTRACT 5MG + GLYCINE 60MG + BENZOCAINE 25MG + CHLOROPHYLL SODIUM COPPER5MG+NIACINAMIDE 5MG+PANTOTHENATE CALCIUM 10MG+TAURINE 25MG+GLYCYRRHIZAEXTRACT 5MG, 一般錠劑膠囊劑",12855
"ALUMINUM HYDROXIDE , 一般錠劑膠囊劑 , 300.00 MG",12075
"ALUMINUM HYDROXIDE GEL 125MG+MAGNESIUM CARBONATE 125MG+BELLADONNAEXTRACT 6MG+PROPANTHELINE BROMIDE 12.5MG+PHENOBARBITAL 10MG,一般錠劑膠囊劑",32
"ALUMINUM MAGNESIUM SILICATE 147MG + CHLOROPHYLL SODIUM COPPER 0.5MG +GLYCINE 10MG + GLYCYRRHIZIC ACID 35MG + MAGNESIUM CARBONAT 10MG +PIPERIDOLATE 1.5MG, 一般錠劑膠囊劑,",743493
"ALUMINUM MAGNESIUM HYDROXIDE CARBONATE HYDRATE, 一般錠劑膠囊劑,",48562
"ALUMINUM SILICATE 845MG + GLYCYRRHIZIC ACID 150MG, 口服顆粒劑,",15258
"AZULENE , 一般錠劑膠囊劑 , 2.00 MG",11731713
"AZULENE , 一般錠劑膠囊劑 , 20.00 MG",61
"AZULENE , 口服顆粒劑 , 10.00 MG",8118
"GUAIAZULENE SODIUM SULFONATE 2MG+SODIUM BICARBONATE 20MG,一般錠劑膠囊劑",284492
"BENACTYZINE 10MG + ALUMINUM HYDROXIDE 100MG + CHLOROPHYLLIN 1MG, 一般錠劑膠囊劑,",188797
"BISMUTH SUBCARBONATE , 一般錠劑膠囊劑 , 324.00 MG",2905688
"BISMUTH SUBCITRATE or BISMUTH SUBNITRATE , 一般錠劑膠囊劑 , 300.00 MG",381249
"BUTINOLIN 2MG + ALUMINUM HYDROXIDE 200MG + CALCIUM CARBONATE 300MG, 一般錠劑膠囊劑,",3846424
"BUTINOLIN 2MG + BISMUTH SUBNITRATE 150MG + CALCIUM CARBONATE 600MG, 一般錠劑膠囊劑,",1703817
"CARBENOXOLONE , 一般錠劑膠囊劑 , 50.00 MG",72667
"CETRAXATE , 一般錠劑膠囊劑 , 100.00 MG",120
"CETRAXATE , 一般錠劑膠囊劑 , 200.00 MG",999
"CIMETIDINE , 一般錠劑膠囊劑 , 200.00 MG",37673036
"CIMETIDINE , 一般錠劑膠囊劑 , 300.00 MG",33683410
"CIMETIDINE , 一般錠劑膠囊劑 , 400.00 MG",10255160
"CIMETIDINE , 一般錠劑膠囊劑 , 800.00 MG",2923
"CIMETIDINE , 口服液劑 , 20.00  MG/ML , 1.00 ML",8750
"CIMETIDINE , 口服液劑 , 20.00  MG/ML , 15.00 ML",6673
"CIMETIDINE , 注射劑 , 200.00 MG",215226
"CIMETIDINE , 注射劑 , 300.00 MG",79236
"DICYCLOMINE 2.5MG + ALUMINUM HYDROXIDE 200MG + MAGNESIUM OXIDE 100MG, 一般錠劑膠囊劑,",512041
"DICYCLOMINE 5MG + ALUMINUM HYDROXIDE 400MG + MAGNESIUM OXIDE 200MG, 一般錠劑膠囊劑,",221771
"DICYCLOMINE 5MG/GM + ALUMINUM HYDROXIDE 400MG/GM + MAGNESIUM OXIDE200MG/GM, 口服顆粒劑, 1.00GM",29344
"DICYCLOMINE 5MG/GM + ALUMINUM HYDROXIDE 400MG/GM + MAGNESIUM OXIDE200MG/GM, 口服顆粒劑, 100.00GM",130
"DICYCLOMINE 0.5MG/ML + DIMETHICONE 4MG/ML + ALUMINUM HYDROXIDE 40MG/ML +MAGNESIUM HYDROXIDE 20MG/ML, 口服液劑, 1.00ML",12361
"DICYCLOMINE 0.5MG/ML + DIMETHICONE 4MG/ML + ALUMINUM HYDROXIDE 40MG/ML +MAGNESIUM HYDROXIDE 20MG/ML, 口服液劑, 20.00ML",575
"DICYCLOMINE 0.5MG/ML + DIMETHICONE 4MG/ML + ALUMINUM HYDROXIDE 40MG/ML +MAGNESIUM HYDROXIDE 20MG/ML, 口服液劑, 200.00ML",88
"DICYCLOMINE 2.5MG + ALUMINUM HYDROXIDE 200MG + MAGNESIUM OXIDE 100MG +METHYLMETHIONINE 12.5MG, 一般錠劑膠囊劑,",7379789
"DICYCLOMINE 5MG + ALUMINUM HYDROXIDE 400MG + MAGNESIUM OXIDE 200MG +PHENOBARBITAL 10MG, 一般錠劑膠囊劑,",238373
"DICYCLOMINE 2MG + SCOPOLAMINE 2MG + CHLORDIAZEPOXIDE 5MG + MAGNESIUMALUMINUM HYDROXIDE CO-DRIED GEL 350MG + CHLOROPHYLL SODIUM COPPER 3MG, 一般錠劑膠囊劑,",40679
"DICYCLOMINE 2.00MG/GM + BUTYLSCOPOLAMINE 2.00MG/GM + MAGNESIUM ALUMINUMHYDROXIDE CO-DRIED GEL 350.00MG/GM  + MAGNESIUM OXIDE 40.00MG/GM +CHLORDIAZEPOXIDE 5.00MG/GM + CHLOROPHYLL SODIUM COPPER 3.00MG/GM, 口服顆粒劑,1.00GM",10444
"DICYCLOMINE 2.00MG + BUTYLSCOPOLAMINE 2.00MG + CHLORDIAZEPOXIDE 5.00MG +MAGALDRATE 350.00MG + MAGNESIUM 40.00MG + ALUMINUM SILICATE 60.00MG, 一般錠劑膠囊劑,",5010277
"DICYCLOMINE 2MG + SCOPOLAMINE 2MG + CHLORDIAZEPOXIDE 5MG + ALUMINUMSILICATE 60MG + MAGALDRAT 350MG + MAGNESIUM OXIDE 40MG + CHLOROPHYLLSODIUM COPPER 3MG, 一般錠劑膠囊劑,",12501832
"ESOMEPRAZOLE , 一般錠劑膠囊劑 , 20.00 MG",308
"ESOMEPRAZOLE , 一般錠劑膠囊劑 , 40.00 MG",14975913
"ESOMEPRAZOLE , 口服顆粒劑 , 10.00 MG",35
"ESOMEPRAZOLE , 注射劑 , 40.00 MG",10815
"FAMOTIDINE , 一般錠劑膠囊劑 , 20.00 MG",5977967
"FAMOTIDINE , 一般錠劑膠囊劑 , 40.00 MG",477706
"FAMOTIDINE , 口服顆粒劑 , 20.00 MG",408077
"FAMOTIDINE , 注射劑 , 20.00 MG",359370
"FAMOTIDINE , 注射劑 , 40.00 MG",8
"FAMOTIDINE , 注射劑 , 100.00 MG",1
"GEFARNATE , 一般錠劑膠囊劑 , 50.00 MG",397313
"GEFARNATE , 一般錠劑膠囊劑 , 100.00 MG",1279699
"HISTIDINE , 注射劑 , 200.00 MG",6669
"homatropine 1-1.25mg + aluminum hydroxide 0-300mg, 一般錠劑膠囊劑",6930752
"HOMATROPINE 2MG/GM + MAGALDRATE 400MG/GM + MAGNESIUM TRISILICATE 300MG/GM,口服顆粒劑, 1.00GM",1441023
"HOMATROPINE 2.4MG + MAGALDRATE 400MG + MAGNESIUM TRISILICATE 300MG, 一般錠劑膠囊劑,",8259024
"HOMATROPINE 1.2MG + MAGALDRATE 200MG + MAGNESIUM TRISILICATE 150MG, 一般錠劑膠囊劑,",246
"HOMATROPINE 2.5MG + ALUMINUM HYDROXIDE 320MG + BENZOCAINE 64MG +PHENOBARBITAL 8MG, 一般錠劑膠囊劑,",635558
"LANSOPRAZOLE , 一般錠劑膠囊劑 , 15.00 MG",74109
"LANSOPRAZOLE , 一般錠劑膠囊劑 , 30.00 MG",15904677
"MAGNESIUM OXIDE 70MG + SODIUM BICARBONATE 200MG, 一般錠劑膠囊劑,",11200
"MAGALDRATE 100MG + SULCAIN 100MG, 一般錠劑膠囊劑,",280
"MAGNESIUM ALUMINUM BISMUTH SILICATE , 一般錠劑膠囊劑 , 500.00 MG",7644
"MAGNESIUM HYDROXIDE , 一般錠劑膠囊劑 , 300.00 MG",38964203
"MAGNESIUM HYDROXIDE , 一般錠劑膠囊劑 , 324.00 MG",7072278
"MAGNESIUM OXIDE , 一般錠劑膠囊劑 , 250.00 MG",284231704
"METHYLMETHIONINE , 一般錠劑膠囊劑 , 25.00 MG",430977
"MISOPROSTOL , 一般錠劑膠囊劑 , 200.00 MCG",192362
"NIZATIDINE , 一般錠劑膠囊劑 , 150.00 MG",60345
"OMEPRAZOLE , 一般錠劑膠囊劑 , 20.00 MG",4550949
"OMEPRAZOLE , 一般錠劑膠囊劑 , 40.00 MG",252516
"OMEPRAZOLE , 注射劑 , 40.00 MG",811757
"OXETHAZAINE 5MG + ALUMINUM MAGNESIUM SILICATE 244MG, 一般錠劑膠囊劑,",3057671
"OXETHAZAINE 5MG + ALUMINUM SILICATE 100MG, 一般錠劑膠囊劑,",7230986
"OXETHAZAINE 5MG + POLYMIGEL 244MG, 一般錠劑膠囊劑,",77073572
"OXETHAZAINE 10MG + ALUMINUM MAGNESIUM SILICATE 244MG, 一般錠劑膠囊劑,",2310257
"OXETHAZAINE 2MG/ML + ALUMINUM HYDROXIDE 61.2ML/ML + MAGNESIUM HYDROXIDE19.5MG/ML, 口服液劑, 1.00ML",2466772
"OXETHAZAINE 2MG/ML + ALUMINUM HYDROXIDE 61.2ML/ML + MAGNESIUM HYDROXIDE19.5MG/ML, 口服液劑, 200.00ML",8
"OXETHAZAINE 2MG/ML + ALUMINUM HYDROXIDE 61.2ML/ML + MAGNESIUM HYDROXIDE19.5MG/ML, 口服液劑, 360.00ML",196083
"OXETHAZAINE 5MG + ALUMINUM HYDROXIDE 124.9MG + MAGNESIUM CARBONATE83.8MG, 一般錠劑膠囊劑,",20614019
"OXETHAZAINE 10MG + POLYMAGAL 400MG + GLYCYRRHIZIC ACID 10MG, 一般錠劑膠囊劑,",8548670
"PANTOPRAZOLE , 一般錠劑膠囊劑 , 40.00 MG",8540276
"PANTOPRAZOLE , 注射劑 , 40.00 MG",594974
"PIPERILATE 1.5MG + ALUMINUM MAGNESIUM SILICATE 147.5MG + GLYCYRRHIZIC ACID35MG, 一般錠劑膠囊劑,",1240859
"PIPERILATE 6MG/GM + ALUMINUM MAGNESIUM SILICATE 590MG/GM + GLYCYRRHIZICACID 140MG/GM, 口服顆粒劑, 1.00GM",947700
"PIPERILATE 3MG + ALUMINUM MAGNESIUM SILICATE 290MG + GLYCYRRHETIC ACID 40MG+ HISTIDINE 30MG, 一般錠劑膠囊劑,",18471
"PIRENZEPINE , 一般錠劑膠囊劑 , 25.00 MG",177005
"POLYMAGAL 100MG + SULCAIN 100MG, 一般錠劑膠囊劑,",8272482
"PROGLUMIDE , 一般錠劑膠囊劑 , 200.00 MG",21
"PROPANTHELINE 7.5MG + ALUMINUM HYDROXIDE 250MG + MAGNESIUM OXIDE 80MG+BROMVALERYLUREA 30MG, 一般錠劑膠囊劑,",637777
"RABEPRAZOLE , 一般錠劑膠囊劑 , 10.00 MG",315
"RABEPRAZOLE , 一般錠劑膠囊劑 , 20.00 MG",6443382
"RANITIDINE , 一般錠劑膠囊劑 , 150.00 MG",5080082
"RANITIDINE , 一般錠劑膠囊劑 , 300.00 MG",345556
"RANITIDINE , 注射劑 , 50.00 MG",265010
"ROXATIDINE , 緩釋錠劑膠囊劑 , 75.00 MG",389302
"SODIUM BICARBONATE , 一般錠劑膠囊劑 , 300.00 MG",2477333
"SODIUM BICARBONATE , 一般錠劑膠囊劑 , 600.00 MG",787409
"SODIUM BICARBONATE 60MG + SCOPOLIA EXTRACT 6MG + CALCIUM CARBONATE25MG+MAGNESIUM TRISILICATE 100MG+MAGNESIUM OXIDE 60MG+PROPANTHELINEBROMIDE 10MG+BORNEOL 2MG+CHLOROPHYLL SODIUM COPPER 5MG, 一般錠劑膠囊劑",25040
"SUCRALFATE , 一般錠劑膠囊劑 , 500.00 MG",5640375
"SUCRALFATE , 一般錠劑膠囊劑 , 1000.00 MG",203789
"SUCRALFATE , 口服顆粒劑 , 1.00 GM",444411
"SUCRALFATE , 口服液劑 , 100.00  MG/ML , 1.00 ML",5810
"SUCRALFATE , 口服液劑 , 100.00  MG/ML , 10.00 ML",66952
"SUCRALFATE , 口服液劑 , 100.00  MG/ML , 120.00 ML",1416
"SUCRALFATE , 口服液劑 , 200.00  MG/ML , 5.00 ML",885054
"SUCRALFATE , 口服液劑 , 1000.00  MG/GM , 1.00 GM",196229
"ALUMINUM MAGNESIUM SILICATE 295MG + CHLOROPHYLL SODIUM COPPER 1MG +GLYCINE 20MG + GLYCYRRHIZIC ACID 70MG + MAGNESIUM CARBONAT 21MG +PIPERIDOLATE 3MG, 一般錠劑膠囊劑,",8059
"ALVERINE CITRATE, 一般錠劑膠囊劑 , 60.00 MG",3524881
"ALVERINE CITRATE, 一般錠劑膠囊劑 , 67.00 MG",693441
"ATROPINE , 一般錠劑膠囊劑 , 400.00 MCG",17553
"ATROPINE , 一般錠劑膠囊劑 , 1000.00 MCG",84
"ATROPINE , 注射劑 , .50 MG",3739
"ATROPINE , 注射劑 , 1.00 MG",162016
"ATROPINE , 注射劑 , 2.00 MG",2
"ATROPINE 19.4MCG + PHENOBARBITAL 16.2MG + HYOSCYAMINE 103.7MCG + HYOSCINEHYDROBROMIDE 6.5MCG, 一般錠劑膠囊劑,",253135
"ATROPINE 20MCG + PHENOBARBITAL 16MG + HYOSCYAMINE SULFATE 0.1MG +SCOPOLAMINE HYDROBROMIDE 7MCG, 一般錠劑膠囊劑,",4308
"ATROPINE 0.005MG + GELSEMINE EXTRACT 0.04MG + SILVER COLLOIDAL 0.05MG + LINSEEDEXTRACT 100MG + ANGELICA EXTRACT 25MG, 一般錠劑膠囊劑,",104343
"ATROPINE SULFATE 0.0194MG + HYOSCYAMINE SULFATE 0.1037MG + SCOPOLAMINE HBR6MG + PHENOBARBITAL 16.2MG + NIACINAMIDE 10MG + THIAMINE(HCL) 3MG +RIBOFLAVIN 2MG + VITAMIN B6 (HCL) 0.5MG + PANTOTHENATE CALCIUM 2MG, 一般錠劑膠囊劑",261670
"BELLADONNA ALKALOID 5MG + PHENOBARBITAL 16MG, 一般錠劑膠囊劑,",8945
"BELLADONNA ALKALOID 8MG + PHENOBARBITAL 15MG, 一般錠劑膠囊劑,",33
"BENACTYZINE , 一般錠劑膠囊劑 , 1.00 MG",52
"BROMOPRIDE , 一般錠劑膠囊劑 , 10.00 MG",2205922
"BUTROPIUM , 一般錠劑膠囊劑 , 5.00 MG",1242041
"BUTYLSCOPOLAMINE , 一般錠劑膠囊劑 , 10.00 MG",9829680
"BUTYLSCOPOLAMINE , 注射劑 , 20.00 MG",320570
"CAMYLOFINE , 注射劑 , 25.00 MG",11096
"CLIDINIUM 2.5MG + CHLORDIAZEPOXIDE 5MG, 一般錠劑膠囊劑,",1858173
"CYCLONIUM IODIDE (=OXAPIUM IODIDE) , 一般錠劑膠囊劑 , 10.00 MG",1069126
"DICYCLOMINE , 一般錠劑膠囊劑 , 10.00 MG",6110326
"DICYCLOMINE , 一般錠劑膠囊劑 , 20.00 MG",78488
"DICYCLOMINE , 注射劑 , 20.00 MG",2080
"DICYCLOMINE 10MG + PHENOBARBITAL 15MG, 一般錠劑膠囊劑,",2748
"DICYCLOMINE 20MG + PHENOBARBITAL 15MG, 一般錠劑膠囊劑,",58673
"DIMETHYL 1，4- 7-ISOPROPYLASULENE-3-SULFONATE , 一般錠劑膠囊劑 , 2.00 MG",1752530
"DIMETHICONE 40MG + DIOCTYL SODIUM SULFOSUCCINATE 30MG, 一般錠劑膠囊劑,",39929
"DIMETHICONE , 一般錠劑膠囊劑 , 20.00 MG",4701405
"DIMETHICONE , 一般錠劑膠囊劑 , 40.00 MG",145521664
"DIMETHICONE , 一般錠劑膠囊劑 , 50.00 MG",9728748
"DOMPERIDONE , 一般錠劑膠囊劑 , 10.00 MG",85290052
"DOMPERIDONE , 口服液劑 , 1.00  MG/ML , 1.00 ML",9188
"DOMPERIDONE , 口服液劑 , 1.00  MG/ML , 60.00 ML",88866
"DOMPERIDONE , 外用錠劑 , 10.00 MG",7096
"DOMPERIDONE , 栓劑 , 10.00 MG",42035
"DOMPERIDONE , 栓劑 , 30.00 MG",948
"ETHAVERINE (=ETHYLPAPAVERINE) , 一般錠劑膠囊劑 , 100.00 MG",10956
"FLOPROPIONE , 一般錠劑膠囊劑 , 40.00 MG",2214923
"FLOPROPIONE , 一般錠劑膠囊劑 , 80.00 MG",10805
"GLYCOPYRROLATE , 一般錠劑膠囊劑 , 1.00 MG",143862
"GLYCOPYRROLATE , 注射劑 , 200.00 MCG",3134
"HOMATROPINE , 一般錠劑膠囊劑 , 2.50 MG",1153
"HYOSCYAMINE , 一般錠劑膠囊劑 , 125.00 MCG",7643947
"HYOSCYAMINE , 注射劑 , 20.00 MG",643
"MEBEVERINE , 一般錠劑膠囊劑 , 100.00 MG",4941974
"MEBEVERINE , 一般錠劑膠囊劑 , 135.00 MG",8203208
"MEPENZOLATE , 一般錠劑膠囊劑 , 7.50 MG",7053584
"MEPENZOLATE , 一般錠劑膠囊劑 , 15.00 MG",653799
"MEPENZOLATE , 一般錠劑膠囊劑 , 25.00 MG",1133
"MEPENZOLATE 7.5MG + PHENOBARBITAL 15MG, 一般錠劑膠囊劑,",75750
"MEPENZOLATE 25MG + PHENOBARBITAL 15MG, 一般錠劑膠囊劑,",109
"METHSCOPOLAMINE , 一般錠劑膠囊劑 , 1.00 MG",586235
"METOCLOPRAMIDE 5MG + PANCREATIN 212.5MG, 一般錠劑膠囊劑,",6089889
"METOCLOPRAMIDE , 一般錠劑膠囊劑 , 3.84-5.00 MG",63758453
"METOCLOPRAMIDE , 一般錠劑膠囊劑 , 7.67 - 10.00 MG",3016140
"METOCLOPRAMIDE , 緩釋錠劑膠囊劑 , 30.00 MG",1273210
"METOCLOPRAMIDE , 口服顆粒劑 , 10.00 MG",222
"METOCLOPRAMIDE , 口服液劑 , 1.00  MG/ML , 1.00 ML",167216
"METOCLOPRAMIDE , 口服液劑 , 1.00  MG/ML , 60.00 ML",39126
"METOCLOPRAMIDE , 口服液劑 , 1.00  MG/ML , 120.00 ML",3
"METOCLOPRAMIDE , 注射劑 , 5.00 MG",106
"METOCLOPRAMIDE , 注射劑 , 10.00 MG",4017222
"MOSAPRIDE , 一般錠劑膠囊劑 , 5.00 MG",72257654
"OTILONIUM BROMIDE , 一般錠劑膠囊劑 , 40.00 MG",1834307
"OXETHAZAINE , 一般錠劑膠囊劑 , 5.00 MG",1220891
"OXETHAZAINE , 一般錠劑膠囊劑 , 10.00 MG",12646241
"PAPAVERINE , 一般錠劑膠囊劑 , 15.00 MG",10375
"PAPAVERINE , 一般錠劑膠囊劑 , 20.00 MG",597
"PAPAVERINE , 一般錠劑膠囊劑 , 30.00 MG",41910
"PAPAVERINE , 注射劑 , 30.00 MG",1044
"PAPAVERINE 5MG + BERBERINE 50MG + BISMUTH SUBNITRATE 45MG + DIPHENHYDRAMINE5MG, 一般錠劑膠囊劑,",5885
"PAPAVERINE10MG + BERBERINE 100MG + BISMUTH SUBNITRATE 90MG +DIPHENHYDRAMINE 10MG, 一般錠劑膠囊劑,",10305
"PINAVERIUM , 一般錠劑膠囊劑 , 50.00 MG",5055335
"PIPERIDOLATE , 一般錠劑膠囊劑 , 50.00 MG",804177
"PIPERILATE （=PIPETHANATE）ETHOBROMIDE , 一般錠劑膠囊劑 , 10.00 MG",4836064
"PIPERILATE （=PIPETHANATE）ETHOBROMIDE , 注射劑 , 10.00 MG",2026
"PIPERILATE(=PIPETHANATE) HCL (=PENSANTE) , 一般錠劑膠囊劑 , 3.00 MG",26947
"PROPANTHELINE , 一般錠劑膠囊劑 , 15.00 MG",9296
"SCOPOLIA EXTRACT 5MG + ETHAVERINE 8MG + BENZOCAINE 40MG + BROMISOVALUM40MG, 一般錠劑膠囊劑,",1218
"TIMEPIDIUM , 一般錠劑膠囊劑 , 30.00 MG",2082057
"TIMEPIDIUM , 注射劑 , 7.50 MG",42
"TROSPIUM CHLORIDE , 一般錠劑膠囊劑 , 5.00 MG",422983
"TROSPIUM CHLORIDE , 一般錠劑膠囊劑 , 10.00 MG",5402
"TROSPIUM CHLORIDE , 注射劑 , 600.00 MCG",3
"VALETHAMATE , 一般錠劑膠囊劑 , 10.00 MG",52915
"APREPITANT , 一般錠劑膠囊劑 , 80.00MG-125.00 MG",32650
"GRANISETRON , 一般錠劑膠囊劑 , 1.00 MG",25175
"GRANISETRON , 注射劑 , 1.00 MG",32656
"GRANISETRON , 注射劑 , 3.00 MG",115985
"ONDANSETRON , 一般錠劑膠囊劑 , 8.00 MG",19689
"ONDANSETRON , 注射劑 , 4.00 MG",12935
"ONDANSETRON , 注射劑 , 8.00 MG",49841
"SCOPOLAMINE , 一般錠劑膠囊劑 , 10.00 MG",5440391
"SCOPOLAMINE , 注射劑 , 20.00 MG",264992
"TROPISETRON , 一般錠劑膠囊劑 , 5.00 MG",13710
"TROPISETRON , 注射劑 , 5.00 MG",70674
"ADENOSINE 20MG/ML + CHOLINE OROTATE 200MG/ML + VITAMIN B12  1MG/ML, 注射劑,5.00ML",2208
"ADENOSINE 5MG/ML + CHOLINE OROTATE 50MG/ML + VITAMIN B12  1.5MG/ML, 注射劑,2.00ML",247
"ANETHOLE TRITHIONE 5MG + CHOLINE BITARTRATE 300MG, 一般錠劑膠囊劑,",150089
"DI-ARGININE OXOGLURATE , 注射劑 , 2.50 GM",32
"DI-ARGININE OXOGLURATE , 注射劑 , 5.00 GM",2384
"BETAINE 150MG + DIETHANOLAMINE 30MG + NICOTINAMIDE 20MG, 一般錠劑膠囊劑,",2142655
"BETAINE 750MG/ML + DIETHANOLAMINE 200MG/ML + NICOTINAMIDE 100MG/ML, 注射劑,10.00ML",5802
"CHOLINE BITARTRATE 50MG+DEHYDROCHOLIC ACID 30MG+FEL TAURI 20MG+PYRIDOXINE2MG+VITAMINE B12 3MCG+INOSITOL 100MG+NIACINAMIDE (=NICOTINAMIDE)20MG+VITAMINE B2 10MG+VITAMINE B1 10MG+METHIONINE 100MG , 一般錠劑膠囊劑",2982
"BIOTIN 0.1MG/ML + CYSTEINE 1MG/ML + GLYCINE 25MG/ML + GLYCYRRHIZIC ACID2MG/ML, 注射劑, 2.00ML",2
"BIOTIN 0.1MG/ML + CYSTEINE 1MG/ML + GLYCINE 25MG/ML + GLYCYRRHIZIC ACID2MG/ML, 注射劑, 10.00ML",10
"BIOTIN 0.1MG/ML + CYSTEINE 1MG/ML + GLYCINE 25MG/ML + GLYCYRRHIZIC ACID2MG/ML, 注射劑, 20.00ML",899
"CHENODEOXYCHOLIC ACID , 一般錠劑膠囊劑 , 250.00 MG",4488
"CHONDROITIN 10MG/ML + METHIONINE 20MG/ML + VITAMIN B12 100MCG/ML, 注射劑,20.00ML",8
"CYCLOBUTYROL , 一般錠劑膠囊劑 , 100.00 MG",21
"CYSTEINE 4MG/ML + VITAMIN C 50MG/ML, 注射劑, 20.00ML",11119
"CYSTEINE 1MG/ML + GLYCINE 20MG/ML + GLYCYRRHIZIC ACID 2MG/ML, 注射劑, 5.00ML",3
"DEXTROSE 100MG/ML + METHIONINE 25MG/ML + VITAMIN B1 0.25MG/ML + VITAMIN B20.1MG/ML, 注射劑, 20.00ML",373
"DEXTROSE 100MG/ML+METHIONINE DL- 30MG/ML+RIBOFLAVIN PHOSPHATE0.05MG/ML+THIAMINE HCL (=THIAMINE CHLORIDE HYDROCHLORIDE) 0.25MG/ML 注射劑20ML",141
"DEXTROSE 100MG/ML + METHIONINE 20MG/ML + NICOTINAMIDE 2MG/ML + TAURINE1MG/ML + VITAMIN B1 1MG/ML + VITAMIN B2 0.1MG/ML, 注射劑, 20.00ML",1312
"DEXTROSE 100MG/ML + METHIONINE 20MG/ML + NICOTINAMIDE 2MG/ML + TAURINE1MG/ML + VITAMIN B1 1.5MG/ML + VITAMIN B2 0.1MG/ML, 注射劑, 20.00ML",1545
"DEXTROXE 100MG/ML+METHIONINE 30MG/ML + VITAMIN B1 1.5MG/ML + VITAMIN B20.1MG/ML + NICOTINAMIDE 2MG/ML + TAURINE 1MG/ML, 注射劑,20ML",202
"DIISOPROPYLAMINE DICHLORACETATE , 一般錠劑膠囊劑 , 20.00 MG",8287
"GLUCURONIC ACID 50MG + VITAMIN B1 2MG + VITAMIN C 10MG, 一般錠劑膠囊劑,",33008
"GLUCURONIC ACID 25MG/ML + DEXTROSE 200MG/ML + VITAMIN B1 1MG/ML +PANTOTHENIC ACID 2.5MG/ML, 注射劑, 20.00ML",20
"GLUCURONIC ACID 25MG/ML + METHIONINE 30MG/ML + VITAMIN B2 1MG/ML + VITAMINB12 5MCG/ML + TAURINE 25MG/ML, 注射劑, 5.00ML",169
"GLYCINE 10MG + GLYCYRRHIZIC ACID 1MG, 注射劑, 2.00ML",6
"HYMECROMONE , 一般錠劑膠囊劑 , 200.00 MG",1908559
"METHIONINE , 注射劑 , 400.00 MG",1
"METHIONINE 8MG/ML + GLYCINE 6MG/ML + HISTIDINE 40MG/ML, 注射劑, 5.00ML",1
"METHIONINE 3MG/ML + VITAMIN B1 1MG/ML + VITAMIN B2 0.1MG/ML + VITAMIN B60.25MG/ML + NICOTINAMIDE 2MG/ML, 注射劑, 20.00ML",743
"METHIONINE 30MG/ML + VITAMIN B1 1.5MG/ML + VITAMIN B2 0.1MG/ML + NICOTINAMIDE1MG/ML + TAURINE 10MG/ML, 注射劑, 20.00ML",1698
